user,search
splunkmonitoring,"search index=""_internal"" source=""*metrics.log"" group=tcpin_connections | eval sourceHost=if(isnull(hostname), sourceHost,hostname) | eval connectionType=case(fwdType==""uf"",""Universal Forwarder"", fwdType==""lwf"", ""Light Weight Forwarder"",fwdType==""full"", ""Splunk Indexed"", connectionType==""cooked"" or connectionType==""cookedSSL"",""Splunk Forwarder"", connectionType==""raw"" or connectionType==""rawSSL"",""Legacy Forwarder"")| eval build=if(isnull(build),""n/a"",build) | eval version=if(isnull(version),""pre 4.2"",version) | eval guid=if(isnull(guid),sourceHost,guid) | eval os=if(isnull(os),""n/a"",os)| eval arch=if(isnull(arch),""n/a"",arch) | eval my_splunk_server = splunk_server | fields connectionType sourceIp sourceHost sourcePort destPort kb tcp_eps tcp_Kprocessed tcp_KBps my_splunk_server build version os arch guid |  eval lastReceived = if(kb>0, _time, null) | stats first(sourceIp) as sourceIp first(connectionType) as connectionType first(sourcePort) as sourcePort first(build) as build first(version) as version first(os) as os first(arch) as arch max(_time) as lastConnected max(lastReceived) as lastReceived sum(kb) as kb avg(tcp_eps) as avg_eps by sourceHost guid"
splunkmonitoring,"search index=""summary_indexers"" | eval _time = _time + 1800 | stats max(_time) as _time sum(kb) as KB first(avg_age) as avg_age first(parseQ_percentage) as parseQ_percentage first(indexQ_percentage) as indexQ_percentage by my_splunk_server |rename my_splunk_server as splunk_server | join type=outer splunk_server [search earliest=-30m latest=now  search index=""_internal"" source=""*metrics.log"" group=per_index_thruput series!=""_*"" | stats max(_time) as time1 sum(kb) as kb by splunk_server | join type=""outer"" splunk_server [ search earliest=-30m latest=now    search index=""_internal"" source=""*metrics.log"" group=queue name=parsingqueue | chart perc95(current_size_kb) as p95sz, max(max_size_kb) as maxsz by splunk_server | eval percentage=p95sz*100/maxsz | rename percentage as parseQ_percentage | appendcols [search  search index=""_internal"" source=""*metrics.log"" group=queue name=indexqueue | chart perc95(current_size_kb) as p95sz, max(max_size_kb) as maxsz by splunk_server | eval percentage=p95sz*100/maxsz | rename percentage as indexQ_percentage] | appendcols [search  search index=_internal group=per_sourcetype_thruput series=access_* | eval latency=avg_age*ev | stats sum(latency) as latency sum(ev) as events by splunk_server | fillnull latency events | eval avg_age=latency/events | fields avg_age] | fields splunk_server avg_age parseQ_percentage indexQ_percentage | fillnull avg_age] | addinfo |eval mystatus = if(kb==0, ""idle"", if(parseQ_percentage>50, ""overloaded"", if(indexQ_percentage>50,""overloaded"",""normal"")))] | eval _time = if(time1>_time, time1, _time) | addinfo | eval status = if(isnull(mystatus), ""dead"",mystatus)"
splunkmonitoring,"search index=""_internal"" source=""*metrics.log"" group=per_index_thruput series!=""_*"" | stats sum(kb) as kb by splunk_server | join type=""outer"" splunk_server [ search   search index=""_internal"" source=""*metrics.log"" group=queue name=parsingqueue | chart perc95(current_size_kb) as p95sz, max(max_size_kb) as maxsz by splunk_server | eval percentage=p95sz*100/maxsz | rename percentage as parseQ_percentage | appendcols [search  search index=""_internal"" source=""*metrics.log"" group=queue name=indexqueue | chart perc95(current_size_kb) as p95sz, max(max_size_kb) as maxsz by splunk_server | eval percentage=p95sz*100/maxsz | rename percentage as indexQ_percentage] | appendcols [search  search index=_internal group=per_sourcetype_thruput series=access_* | eval latency=avg_age*ev | stats sum(latency) as latency sum(ev) as events by splunk_server | fillnull latency events | eval avg_age=latency/events | fields avg_age] | fields splunk_server avg_age parseQ_percentage indexQ_percentage | fillnull avg_age] | rename splunk_server as my_splunk_server"
splunkmonitoring,"search index=""summary_indexers"" | eval mb=kb/1024 | eval _time = _time+1800 | rename my_splunk_server as splunk_server | timechart partial=f sum(mb) as MB by splunk_server"
splunkmonitoring,"search index=""_internal"" source=""*metrics.log"" group=queue name=parsingqueue | timechart partial=f eval(perc95(current_size)*100/max(max_size)) by splunk_server"
splunkmonitoring,"search index=""_internal"" source=""*metrics.log"" group=""per_index_thruput"" | stats sum(kb) as kb"
splunkmonitoring,"search index=""_internal"" source=""*license_usage.log"" | rename _time as lastReceived s as source st as mysourcetype h as host b as bytes o as originator | eval my_splunk_server = splunk_server | fields lastReceived source mysourcetype host bytes pool originator my_splunk_server | stats max(lastReceived) as lastReceived sum(bytes) as bytes by mysourcetype | append [search index=""summary_sourcetypes"" | eval _time = _time + 1800 | rename my_sourcetype as mysourcetype bytes_today as summary_idx_bytes_today] | stats max(lastReceived) as lastReceived first(bytes) as bytes by mysourcetype | eval lastConnected=lastReceived | eval bytes_today=bytes+summary_idx_bytes_today | addinfo | eval status = if(isnull(bytes) or lastConnected<(info_max_time-900),""missing"",""active"")  | search status=""missing"" | sort -lastReceived | fields lastReceived mysourcetype bytes status | rename lastReceived as ""Last Connected"" mysourcetype as ""Sourcetype"" bytes as ""Bytes"" status as ""Status"" | fieldformat ""Last Connected""=strftime('Last Connected', ""%D %H:%M:%S %p"")"
splunkmonitoring,"search index=""_internal"" source=""*license_usage.log"" | rename _time as lastReceived s as source st as mysourcetype h as host b as bytes o as originator | eval my_splunk_server = splunk_server | fields lastReceived source mysourcetype host bytes pool originator my_splunk_server | stats max(lastReceived) as lastReceived sum(bytes) as bytes by mysourcetype | append [search index=""summary_sourcetypes"" | eval _time = _time + 1800 | rename my_sourcetype as mysourcetype bytes_today as summary_idx_bytes_today] | stats max(lastReceived) as lastReceived first(bytes) as bytes by mysourcetype | eval lastConnected=lastReceived | eval bytes_today=bytes+summary_idx_bytes_today | addinfo | eval status = if(isnull(bytes) or lastConnected<(info_max_time-900),""missing"",""active"")"
splunkmonitoring,"search index=""_internal"" source=""*license_usage.log"" | rename _time as lastReceived s as source st as mysourcetype h as host b as bytes o as originator | eval my_splunk_server = splunk_server | fields lastReceived source mysourcetype host bytes pool originator my_splunk_server | fillnull bytes | stats sum(bytes) as bytes max(lastReceived) as lastReceived by mysourcetype |  appendcols [search earliest=@d  search index=""_internal"" source=""*license_usage.log"" | rename _time as lastReceived s as source st as mysourcetype h as host b as bytes o as originator | eval my_splunk_server = splunk_server | fields lastReceived source mysourcetype host bytes pool originator my_splunk_server | stats max(lastReceived) as lastReceived sum(bytes) as bytes by mysourcetype | append [search index=""summary_sourcetypes"" | eval _time = _time + 1800 | rename my_sourcetype as mysourcetype bytes_today as summary_idx_bytes_today] | stats max(lastReceived) as lastReceived first(bytes) as bytes by mysourcetype | eval lastConnected=lastReceived | eval bytes_today=bytes+summary_idx_bytes_today | addinfo | eval status = if(isnull(bytes) or lastConnected<(info_max_time-900),""missing"",""active"") | stats sum(bytes) as bytes_today by mysourcetype | fields bytes_today] | where isnotnull(mysourcetype) |  rename mysourcetype as my_sourcetype"
splunkmonitoring,"search index=""_internal"" source=""*license_usage.log"" | rename _time as lastReceived s as source st as mysourcetype h as host b as bytes o as originator | eval my_splunk_server = splunk_server | fields lastReceived source mysourcetype host bytes pool originator my_splunk_server  | stats avg(bytes) as avg_bytes_today by mysourcetype  | join mysourcetype type=outer [search earliest=-169h@h latest=-168h@h  search index=""_internal"" source=""*license_usage.log"" | rename _time as lastReceived s as source st as mysourcetype h as host b as bytes o as originator | eval my_splunk_server = splunk_server | fields lastReceived source mysourcetype host bytes pool originator my_splunk_server| stats avg(bytes) as avg_bytes_last_week by mysourcetype] | fillnull avg_bytes_today avg_bytes_last_week | eval avg_bytes_today=round(avg_bytes_today) | eval avg_bytes_last_week=round(avg_bytes_last_week) | appendcols [search  search earliest=-1h@h latest=now  search index=""_internal"" source=""*metrics.log"" group=per_index_thruput series!=""_*"" | stats avg(kb) as indexer_avg_kb_today | join splunk_server type=outer [search earliest=-169h@h latest=-168h@h  search index=""_internal"" source=""*metrics.log"" group=per_index_thruput series!=""_*""| stats avg(kb) as indexer_avg_kb_last_week count | fillnull indexer_avg_kb_last_week | fields indexer_avg_kb_last_week] | fillnull indexer_avg_kb_today | eval indexer_ratio=indexer_avg_kb_today/indexer_avg_kb_last_week | fields indexer_ratio] | streamstats first(indexer_ratio) as indexer_ratio |  where indexer_ratio*.5*avg_bytes_last_week > avg_bytes_today | eval bytes_diff = abs(avg_bytes_last_week - avg_bytes_today) | eval bytes_diff_perc = round(100*bytes_diff/avg_bytes_last_week, 4) | fields mysourcetype avg_bytes_last_week avg_bytes_today bytes_diff bytes_diff_perc | rename mysourcetype as ""Sourcetype"" avg_bytes_last_week as ""Average Bytes Last Week"" avg_bytes_today as ""Average Bytes Today"" bytes_diff as ""Bytes Difference from Last Week"" bytes_diff_perc as ""Percentage Difference"""
splunkmonitoring,"search index=""_internal"" source=""*license_usage.log"" | rename _time as lastReceived s as source st as mysourcetype h as host b as bytes o as originator | eval my_splunk_server = splunk_server | fields lastReceived source mysourcetype host bytes pool originator my_splunk_server  | stats avg(bytes) as avg_bytes_today by mysourcetype  | join mysourcetype type=outer [search earliest=-169h@h latest=-168h@h  search index=""_internal"" source=""*license_usage.log"" | rename _time as lastReceived s as source st as mysourcetype h as host b as bytes o as originator | eval my_splunk_server = splunk_server | fields lastReceived source mysourcetype host bytes pool originator my_splunk_server| stats avg(bytes) as avg_bytes_last_week by mysourcetype] | fillnull avg_bytes_today avg_bytes_last_week | eval avg_bytes_today=round(avg_bytes_today) | eval avg_bytes_last_week=round(avg_bytes_last_week) | appendcols [search  search earliest=-1h@h latest=now  search index=""_internal"" source=""*metrics.log"" group=per_index_thruput series!=""_*"" | stats avg(kb) as indexer_avg_kb_today | join splunk_server type=outer [search earliest=-169h@h latest=-168h@h  search index=""_internal"" source=""*metrics.log"" group=per_index_thruput series!=""_*""| stats avg(kb) as indexer_avg_kb_last_week count | fillnull indexer_avg_kb_last_week | fields indexer_avg_kb_last_week] | fillnull indexer_avg_kb_today | eval indexer_ratio=indexer_avg_kb_today/indexer_avg_kb_last_week | fields indexer_ratio] | streamstats first(indexer_ratio) as indexer_ratio |  where indexer_ratio*avg_bytes_last_week < 0.5*avg_bytes_today | eval bytes_diff = abs(avg_bytes_last_week - avg_bytes_today) | eval bytes_diff_perc = round(100*bytes_diff/avg_bytes_last_week, 4) | fields mysourcetype avg_bytes_last_week avg_bytes_today bytes_diff bytes_diff_perc | rename mysourcetype as ""Sourcetype"" avg_bytes_last_week as ""Average Bytes Last Week"" avg_bytes_today as ""Average Bytes Today"" bytes_diff as ""Bytes Difference from Last Week"" bytes_diff_perc as ""Percentage Difference"""
splunkmonitoring,"search index=""summary_sourcetypes"" |  eval Mbytes = bytes/1048576 | eval _time = _time+1800 | rename my_sourcetype as mysourcetype | timechart partial=f sum(Mbytes) as Mbytes by mysourcetype"
